feature_politeness_==Please==_mean_np,feature_politeness_==Please_start==_mean_np,feature_politeness_==HASHEDGE==_mean_np,feature_politeness_==Indirect_(btw)==_mean_np,feature_politeness_==Hedges==_mean_np,feature_politeness_==Factuality==_mean_np,feature_politeness_==Deference==_mean_np,feature_politeness_==Gratitude==_mean_np,feature_politeness_==Apologizing==_mean_np,feature_politeness_==1st_person_pl.==_mean_np,feature_politeness_==1st_person==_mean_np,feature_politeness_==1st_person_start==_mean_np,feature_politeness_==2nd_person==_mean_np,feature_politeness_==2nd_person_start==_mean_np,feature_politeness_==Indirect_(greeting)==_mean_np,feature_politeness_==Direct_question==_mean_np,feature_politeness_==Direct_start==_mean_np,feature_politeness_==HASPOSITIVE==_mean_np,feature_politeness_==HASNEGATIVE==_mean_np,feature_politeness_==SUBJUNCTIVE==_mean_np,feature_politeness_==INDICATIVE==_mean_np,feature_politeness_==Please==_mean_p,feature_politeness_==Please_start==_mean_p,feature_politeness_==HASHEDGE==_mean_p,feature_politeness_==Indirect_(btw)==_mean_p,feature_politeness_==Hedges==_mean_p,feature_politeness_==Factuality==_mean_p,feature_politeness_==Deference==_mean_p,feature_politeness_==Gratitude==_mean_p,feature_politeness_==Apologizing==_mean_p,feature_politeness_==1st_person_pl.==_mean_p,feature_politeness_==1st_person==_mean_p,feature_politeness_==1st_person_start==_mean_p,feature_politeness_==2nd_person==_mean_p,feature_politeness_==2nd_person_start==_mean_p,feature_politeness_==Indirect_(greeting)==_mean_p,feature_politeness_==Direct_question==_mean_p,feature_politeness_==Direct_start==_mean_p,feature_politeness_==HASPOSITIVE==_mean_p,feature_politeness_==HASNEGATIVE==_mean_p,feature_politeness_==SUBJUNCTIVE==_mean_p,feature_politeness_==INDICATIVE==_mean_p,feature_politeness_==Please==_grad_np,feature_politeness_==Please_start==_grad_np,feature_politeness_==HASHEDGE==_grad_np,feature_politeness_==Indirect_(btw)==_grad_np,feature_politeness_==Hedges==_grad_np,feature_politeness_==Factuality==_grad_np,feature_politeness_==Deference==_grad_np,feature_politeness_==Gratitude==_grad_np,feature_politeness_==Apologizing==_grad_np,feature_politeness_==1st_person_pl.==_grad_np,feature_politeness_==1st_person==_grad_np,feature_politeness_==1st_person_start==_grad_np,feature_politeness_==2nd_person==_grad_np,feature_politeness_==2nd_person_start==_grad_np,feature_politeness_==Indirect_(greeting)==_grad_np,feature_politeness_==Direct_question==_grad_np,feature_politeness_==Direct_start==_grad_np,feature_politeness_==HASPOSITIVE==_grad_np,feature_politeness_==HASNEGATIVE==_grad_np,feature_politeness_==SUBJUNCTIVE==_grad_np,feature_politeness_==INDICATIVE==_grad_np,feature_politeness_==Please==_grad_p,feature_politeness_==Please_start==_grad_p,feature_politeness_==HASHEDGE==_grad_p,feature_politeness_==Indirect_(btw)==_grad_p,feature_politeness_==Hedges==_grad_p,feature_politeness_==Factuality==_grad_p,feature_politeness_==Deference==_grad_p,feature_politeness_==Gratitude==_grad_p,feature_politeness_==Apologizing==_grad_p,feature_politeness_==1st_person_pl.==_grad_p,feature_politeness_==1st_person==_grad_p,feature_politeness_==1st_person_start==_grad_p,feature_politeness_==2nd_person==_grad_p,feature_politeness_==2nd_person_start==_grad_p,feature_politeness_==Indirect_(greeting)==_grad_p,feature_politeness_==Direct_question==_grad_p,feature_politeness_==Direct_start==_grad_p,feature_politeness_==HASPOSITIVE==_grad_p,feature_politeness_==HASNEGATIVE==_grad_p,feature_politeness_==SUBJUNCTIVE==_grad_p,feature_politeness_==INDICATIVE==_grad_p
0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,-0.05714285714285712,0.0,0.028571428571428498,0.0,0.0,0.0,0.0,0.1142857142857143,-0.028571428571428577,0.0,-0.1714285714285714,0.1428571428571428,-0.1428571428571428,0.0,0.0,7.951207131982424e-18,7.367764149277412e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.973883742554424e-18,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,-4.973883742554424e-18,0.0,0.1,0.09999999999999991,0.0,0.0
0.0,0.1,0.4,0.0,0.3,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.4,0.0,0.1,0.1,0.0,0.6,0.4,0.1,0.0,0.0,0.0,0.2692307692307692,0.0,0.11538461538461539,0.07692307692307693,0.0,0.0,0.0,0.11538461538461539,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.0,0.19230769230769232,0.34615384615384615,0.2692307692307692,0.0,0.0,0.0,-0.006060606060606053,-0.0484848484848485,0.0,-0.05454545454545451,0.0,0.0,0.054545454545454536,0.0,0.012121212121212137,0.0,0.0,0.024242424242424235,0.0,-0.04242424242424239,0.04242424242424241,0.0,-0.012121212121212163,0.036363636363636376,-0.04242424242424239,0.0,0.0,0.0,-0.0003418803418803478,0.0,-0.011282051282051281,0.0034188034188034192,0.0,0.0,0.0,0.00034188034188033895,0.0006837606837606821,-0.013675213675213675,0.01641025641025641,0.007863247863247864,-0.008547008547008548,0.0,0.006495726495726496,0.02632478632478633,0.023589743589743598,0.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,-0.05714285714285712,0.0,-0.05714285714285712,0.0,0.0,0.1428571428571428,0.0,0.08571428571428572,0.0,0.028571428571428577,1.1668859654100222e-18,0.0,-0.1428571428571428,0.0,0.0,0.05714285714285712,0.1142857142857143,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.033333333333333326,0.0,0.0,0.0,0.0,-0.03333333333333329,0.0,0.0,0.049999999999999975,0.0,-0.016666666666666646,0.0,0.11666666666666664,0.01666666666666668,0.049999999999999996,0.0,0.0
0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,-0.22857142857142848,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428571428571,-0.22857142857142848,0.0,0.0,0.08571428571428572,0.0,-0.17142857142857137,-0.08571428571428569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.024475524475524483,0.048951048951048945,-0.027972027972027975,0.0,0.0
0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,-0.17857142857142855,0.0,-0.10714285714285714,0.0,0.0,0.10714285714285714,0.0,0.0,0.14285714285714282,0.07142857142857142,-1.3757568435214595e-17,0.0,-0.10714285714285714,0.0,0.0,-4.468413444629599e-18,0.03571428571428573,0.0,0.0,0.0,0.0,0.11428571428571424,0.0,0.11428571428571424,-0.08571428571428574,0.0,0.0,0.0,-0.028571428571428577,-0.11428571428571425,-0.1714285714285714,0.2571428571428571,0.0,0.0,0.02857142857142855,0.08571428571428572,-0.11428571428571425,-0.2571428571428571,0.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.17142857142857135,0.0,0.17142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857135,-0.11428571428571427,0.0,-0.1428571428571428,-0.1428571428571428,0.1428571428571428,0.2571428571428571,-0.028571428571428553,0.0,0.0,0.0,0.0,2.5171994467032234e-16,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.5000000000000001,-0.5,0.0,0.0,0.0,0.0,2.5171994467032234e-16,2.5171994467032234e-16,0.5000000000000001,0.0,0.0
0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.125,0.0,0.75,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.125,0.0,0.125,0.125,0.5,0.0,0.0,0.0,0.0,-0.03571428571428576,0.0,0.0,0.0,0.0,0.08333333333333331,0.0,0.0,0.0,0.0,1.5448768454755898e-17,0.0,-0.0833333333333333,-0.0833333333333333,0.0,0.07142857142857136,0.011904761904761894,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,0.0,-0.1547619047619048,-0.1071428571428571,0.0,0.0,-0.0833333333333333,0.0,0.05952380952380953,-0.0833333333333333,0.02380952380952377,0.0,0.0
0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.5,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,-0.10714285714285714,0.0,-0.10714285714285714,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,-0.0357142857142858,0.10714285714285714,-0.10714285714285714,-0.07142857142857141,1.1108482417372559e-17,2.932562486843475e-17,0.03571428571428572,-0.10714285714285714,0.0,0.0,0.0,0.02857142857142855,0.0,0.02857142857142855,-0.08571428571428574,0.0,0.0,0.0,0.0,0.14285714285714277,0.08571428571428567,0.0,0.0,-0.08571428571428574,0.0,0.1428571428571428,0.14285714285714277,0.14285714285714277,0.0,0.0
0.0,0.0,0.4,0.0,0.3,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.3,0.0,0.1,0.0,0.1,0.7,0.5,0.0,0.1,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,-0.07272727272727272,0.0,-0.0787878787878788,-0.006060606060606053,0.0,0.054545454545454536,0.0,0.018181818181818174,0.0,0.036363636363636355,-0.042424242424242434,0.0,-0.05454545454545458,0.0,0.030303030303030314,0.06666666666666664,0.09090909090909091,0.0,-0.04242424242424239,0.0,0.0,-0.07142857142857147,0.0,-0.10714285714285712,0.10714285714285714,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,-0.07142857142857147,0.10714285714285714,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.10714285714285716,0.0,0.0
0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.03571428571428572,0.0,-0.07142857142857142,0.0,-0.10714285714285714,0.10714285714285714,0.0,1.1108482417372559e-17,0.0,0.0,-4.468413444629599e-18,0.0,0.0,-0.10714285714285714,1.1108482417372559e-17,0.07142857142857145,3.588136900444741e-17,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.03571428571428571,-0.07142857142857142,0.0357142857142857,0.10714285714285714,0.0,-0.10714285714285714,1.1108482417372559e-17,0.10714285714285714,0.0,0.21428571428571433,0.0,0.0
0.0,0.0,0.5,0.0,0.125,0.125,0.125,0.125,0.0,0.25,0.0,0.0,0.375,0.0,0.125,0.0,0.125,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,-0.09523809523809527,0.0,-0.0833333333333333,-0.035714285714285726,-0.035714285714285726,-0.059523809523809576,0.0,-0.023809523809523826,0.0,0.0,-0.130952380952381,0.0,-0.0833333333333333,0.0,0.011904761904761899,-0.047619047619047575,-0.11904761904761904,0.0,0.0,0.0,0.0,0.2285714285714285,0.0,0.0,0.0,-0.08571428571428574,0.0,0.0,0.0,-0.1714285714285714,0.0,0.17142857142857137,0.1428571428571428,0.0,0.0,-0.1428571428571428,-0.08571428571428566,-0.11428571428571427,0.0,0.0
0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.0,0.0,0.0,0.0,1.057866521380415e-17,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.07142857142857144,1.298903598678185e-17,0.0,-0.10714285714285714,-0.07142857142857142,0.0,0.07142857142857145,-1.3757568435214595e-17,0.0,0.0,0.0,0.0,0.024475524475524483,0.0,0.0,0.0,0.0,0.0,0.0,0.05944055944055945,0.05594405594405594,-0.020979020979020966,0.0,0.0,0.0,0.0,0.0,0.017482517482517487,0.03146853146853148,0.0,0.0
