Conversation,Level 0_mean_p,Level 1_mean_p,Level 2_mean_p,Level 3_mean_p,Level 4_mean_p,Level 5_mean_p,Level 6_mean_p,Level 7_mean_p,Label A_mean_p,Label B_mean_p,Label C_mean_p,Label D_mean_p,Label E_mean_p,Label F_mean_p,Label G_mean_p,Label H_mean_p,Label I_mean_p,Level 0_mean_np,Level 1_mean_np,Level 2_mean_np,Level 3_mean_np,Level 4_mean_np,Level 5_mean_np,Level 6_mean_np,Level 7_mean_np,Label A_mean_np,Label B_mean_np,Label C_mean_np,Label D_mean_np,Label E_mean_np,Label F_mean_np,Label G_mean_np,Label H_mean_np,Label I_mean_np,Level 0_grad_p,Level 1_grad_p,Level 2_grad_p,Level 3_grad_p,Level 4_grad_p,Level 5_grad_p,Level 6_grad_p,Level 7_grad_p,Label A_grad_p,Label B_grad_p,Label C_grad_p,Label D_grad_p,Label E_grad_p,Label F_grad_p,Label G_grad_p,Label H_grad_p,Label I_grad_p,Level 0_grad_np,Level 1_grad_np,Level 2_grad_np,Level 3_grad_np,Level 4_grad_np,Level 5_grad_np,Level 6_grad_np,Level 7_grad_np,Label A_grad_np,Label B_grad_np,Label C_grad_np,Label D_grad_np,Label E_grad_np,Label F_grad_np,Label G_grad_np,Label H_grad_np,Label I_grad_np
Conversation_12,0.0,0.0,0.0,0.0,0.38461538461538464,0.2692307692307692,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.11538461538461539,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.1,0.5,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.013675213675213663,0.00991452991452992,0.002393162393162393,0.0,0.0,-0.008547008547008548,0.0,0.011965811965811967,0.0,0.0,0.0,-0.012307692307692306,0.013675213675213675,0.0,0.0,0.0,-0.006060606060606053,-0.06666666666666667,0.06060606060606059,0.0,0.0,0.0,0.006060606060606062,-0.04242424242424239,0.0,0.0,0.0,0.0,0.0,0.054545454545454536
Conversation_13,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0666666666666667,0.01666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049999999999999975,-0.08333333333333331,0.0,0.0,0.0,0.0,7.367764149277412e-18,0.1142857142857143,0.0,0.0,0.0,0.0,-0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
Conversation_14,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.020979020979020945,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.031468531468531465,0.0,0.0,0.0,-0.010489510489510506,0.0,0.0,0.0,0.0,7.367764149277412e-18,0.0,0.0,0.0,0.0,0.0,-0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
Conversation_15,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11428571428571425,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,-0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,1.1108482417372559e-17,0.0,0.0,0.0,0.0,-0.10714285714285714,1.4662812434217376e-17,0.10714285714285714,0.0,0.0,0.0,0.0
Conversation_16,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.158469023456183e-18,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714277,0.1428571428571428,0.0,0.0,0.0,0.0,-0.11428571428571427,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_17,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428568,-0.059523809523809576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035714285714285726,0.0,0.0,0.0,0.0,0.0,0.05952380952380953,-0.04761904761904765,-0.011904761904761904,0.0,0.08333333333333331,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_18,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-1.1286362135477398e-17,0.1428571428571428,0.0,0.0,-0.057142857142857155,-0.1428571428571428,0.0,0.0,0.0,0.0,1.057866521380415e-17,0.07142857142857144,0.0,0.0,0.10714285714285714,0.0,-0.10714285714285719,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_19,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,-0.0357142857142857,0.0,0.0,0.0,0.0,-0.0357142857142857,0.0,0.0,0.0,0.0,0.048484848484848506,-0.01818181818181817,0.04242424242424241,0.0,0.0,0.0,-0.09696969696969696,0.0,0.0,0.0,0.0,0.0,0.024242424242424253
Conversation_20,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857141,0.14285714285714282,0.0,0.0,0.0,0.0,1.1108482417372559e-17,0.0,0.0,0.0,0.0,0.0,-0.07142857142857141,0.0,0.0,0.0,0.0,-0.07142857142857142,0.07142857142857145,0.0,0.0,0.10714285714285714,0.0,-0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.10714285714285714
Conversation_21,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.14285714285714282,0.14285714285714282,0.0,0.0,0.0,0.02857142857142855,0.0,0.0,-2.1871923332469143e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0476190476190476,0.0,0.0,0.0,-0.035714285714285726,-0.0833333333333333,0.0,0.0,0.0,0.0,0.0,-0.059523809523809576
Conversation_22,0.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0734265734265734,-0.034965034965034975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03846153846153843,0.0,0.0,0.0,0.0,0.0,0.07142857142857145,0.0,0.0,0.10714285714285714,0.0,-0.07142857142857142,0.0,0.0,0.0,0.0,0.0,-4.468413444629599e-18
Conversation_23,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.214889951798643e-17,-0.09999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,-0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_24,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0069930069930070355,0.0034965034965034917,0.0,0.0,0.0,0.0,0.0,-0.048951048951048966,0.0,0.0,0.0,-0.03846153846153843,0.038461538461538464,0.0,0.0,0.0,0.0,0.07142857142857142,-0.03571428571428573,0.0,0.0,0.10714285714285714,0.0,-0.17857142857142863,0.0,0.03571428571428571,0.0,0.0,0.0,0.10714285714285714
Conversation_25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4235991976298466e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714282,0.07142857142857145,0.0,0.0,0.0,0.0,-0.21428571428571425,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_26,0.0,0.0,0.0,0.0,0.5833333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.8235294117647058,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06643356643356645,-0.010489510489510492,0.0,0.0,0.0,0.0,-0.03146853146853147,0.0,0.0,0.0,0.0,0.0,-0.0034965034965034956,0.0,0.0,0.0,0.0,0.014705882352941194,-0.014705882352941171,0.0,0.0,0.01960784313725489,0.0,-0.019607843137254898,0.0,-0.0024509803921568592,0.0,0.0,0.0,0.0
Conversation_27,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.012400608888356e-17,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.20000000000000007,0.0,0.0,0.0,0.0,0.3000000000000001,-0.10000000000000003,0.0,0.0,0.0,0.0,-0.30000000000000016,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_28,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.1,-0.20000000000000007,0.0,0.0,0.0,0.0,0.2000000000000001,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.10000000000000002
Conversation_29,0.0,0.07142857142857142,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,-0.010989010989010988,0.0,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,-0.00659340659340659,0.06373626373626376,0.006593406593406591,0.0,0.0,0.02197802197802198,-0.028571428571428584,0.0,0.0,0.0,0.0,7.338009049553883e-17,0.04999999999999999,0.0,0.0,0.0,0.0,-0.11666666666666665,0.0,0.016666666666666666,0.0,0.0,0.0,0.06666666666666665
Conversation_30,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.375,0.25,0.0,0.0,0.125,0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.125,-0.028571428571428577,-0.028571428571428577,0.0,0.0,-0.22857142857142848,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.02857142857142855,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,-0.011904761904761939,-3.615826575801735e-17,0.0,0.0,0.08333333333333331,-0.059523809523809576,-0.0833333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,0.08333333333333331
Conversation_31,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.10000000000000009,-0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1142857142857143,-0.028571428571428577,0.0,0.0,0.0,0.08571428571428572,-0.22857142857142848,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
Conversation_32,0.0,0.0,0.0,0.0,0.5925925925925926,0.2962962962962963,0.0,0.0,0.0,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.01770451770451771,0.0286935286935287,0.0,0.0,0.0,0.0,-0.006715506715506718,-0.011599511599511602,0.0,0.0,0.0,-0.0018315018315018308,0.0,0.0,0.0,0.0,0.0,-0.011904761904761939,0.05952380952380952,0.0,0.0,0.08333333333333331,0.0,-0.130952380952381,0.0,0.0,0.0,0.0,0.0,0.08333333333333331
Conversation_33,0.2,0.1,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.07272727272727272,0.04242424242424241,0.0,0.0,-0.036363636363636355,0.036363636363636355,0.0,0.0,0.0,0.0,0.0,-0.01818181818181817,0.0,0.0,0.0,0.0,-0.05454545454545458,0.0,0.0,0.0,0.0,0.09523809523809523,-0.035714285714285726,0.0,0.0,0.08333333333333331,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.08333333333333331
Conversation_34,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.30000000000000016,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.05952380952380952,-0.011904761904761904,0.0,0.0,0.0,0.0,-0.14285714285714285,0.011904761904761899,0.0,0.0,0.0,0.0,0.08333333333333331
Conversation_35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0507920739455759e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,-0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_36,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.2000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,-0.10000000000000003,0.0,0.0,0.0,-0.10000000000000003,-0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.2
Conversation_37,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.125,0.0,0.625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606067,0.0,0.0,0.0,0.0,0.04242424242424241,-0.01818181818181817,0.04242424242424241,0.0,0.0,0.0,0.030303030303030314,-0.06060606060606063,0.0,0.0,0.0,0.0,0.07142857142857142,0.023809523809523798,0.0,0.0,0.08333333333333331,0.0,-0.08333333333333338,0.0,0.05952380952380953,0.0,0.0,0.0,0.0
