n_words_mean_np,pron_me_mean_np,pron_we_mean_np,pron_you_mean_np,pron_3rd_mean_np,geo_mean_np,meta_mean_np,certain_mean_np,hedge_mean_np,n_introduced_mean_np,n_introduced_w_certain_mean_np,n_introduced_w_hedge_mean_np,n_words_mean_p,pron_me_mean_p,pron_we_mean_p,pron_you_mean_p,pron_3rd_mean_p,geo_mean_p,meta_mean_p,certain_mean_p,hedge_mean_p,n_introduced_mean_p,n_introduced_w_certain_mean_p,n_introduced_w_hedge_mean_p,n_words_grad_np,pron_me_grad_np,pron_we_grad_np,pron_you_grad_np,pron_3rd_grad_np,geo_grad_np,meta_grad_np,certain_grad_np,hedge_grad_np,n_introduced_grad_np,n_introduced_w_certain_grad_np,n_introduced_w_hedge_grad_np,n_words_grad_p,pron_me_grad_p,pron_we_grad_p,pron_you_grad_p,pron_3rd_grad_p,geo_grad_p,meta_grad_p,certain_grad_p,hedge_grad_p,n_introduced_grad_p,n_introduced_w_certain_grad_p,n_introduced_w_hedge_grad_p
33.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,6.833333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-4.685714285714285,0.05714285714285711,0.0,-0.2285714285714285,0.17142857142857143,-0.02857142857142856,0.0,0.0,-0.028571428571428574,0.0,0.0,0.0,0.32167832167832133,0.0,0.0,0.03846153846153847,-0.041958041958041974,0.0,0.0,0.0,0.04545454545454545,0.0,0.0,0.0
21.571428571428573,0.5714285714285714,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,21.666666666666668,1.6666666666666667,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.7857142857142834,0.21428571428571425,0.0,0.107142857142857,0.0,0.0,0.0,0.0,-0.10714285714285707,0.0,0.0,0.0,-3.7142857142857135,-0.5714285714285714,-0.11428571428571424,0.2571428571428571,-0.02857142857142856,0.0,0.0,0.0,0.11428571428571423,0.0,0.0,0.0
26.5,1.0,0.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,49.333333333333336,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,9.457142857142856,0.34285714285714275,0.0,-0.11428571428571425,0.5999999999999998,0.1428571428571428,0.0,0.0,0.5999999999999998,0.0,0.0,0.0,4.999999999999992,0.0,-1.0,0.0,1.5,0.5,0.0,-4.965068306494546e-17,1.0,0.0,0.0,0.0
26.5,0.0,0.0,0.375,0.5,0.25,0.0,0.0,0.625,0.0,0.0,0.0,21.0,1.5,0.0,0.0,0.125,0.125,0.0,0.125,0.625,0.0,0.0,0.0,0.23809523809523786,0.0,0.0,0.08333333333333336,0.16666666666666663,0.0476190476190476,0.0,0.0,0.011904761904761887,0.0,0.0,0.0,-3.2142857142857113,-0.4047619047619044,0.0,0.0,-0.059523809523809514,-0.01190476190476189,0.0,-0.01190476190476189,-0.08333333333333325,0.0,0.0,0.0
17.428571428571427,0.14285714285714285,0.0,1.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,21.333333333333332,2.3333333333333335,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,2.857142857142856,-0.10714285714285723,0.0,-0.035714285714285955,0.14285714285714288,0.0,0.0,0.0,0.07142857142857134,0.0,0.0,0.0,6.171428571428569,0.6285714285714284,0.0,0.0,0.2857142857142856,0.08571428571428572,0.0,0.0,0.5428571428571426,0.0,0.0,0.0
18.5,0.3,0.1,0.3,0.3,0.4,0.0,0.0,0.3,0.0,0.0,0.0,21.428571428571427,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,1.7636363636363641,-0.0060606060606060485,0.01818181818181818,-0.042424242424242406,0.018181818181818184,0.07272727272727272,0.0,0.0,-0.018181818181818167,0.0,0.0,0.0,2.964285714285714,-0.0357142857142857,-0.03571428571428574,0.10714285714285712,0.10714285714285712,0.0,0.0,-0.07142857142857141,-0.035714285714285705,0.0,0.0,0.0
21.142857142857142,0.0,0.2857142857142857,0.2857142857142857,0.0,2.2857142857142856,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.0,9.857142857142858,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,2.678571428571428,0.0,0.0,-1.1638299620940966e-16,0.0,0.39285714285714296,0.07142857142857144,0.0,-0.035714285714285636,0.0,0.0,0.0,1.8571428571428565,-0.03571428571428567,0.035714285714285705,0.10714285714285712,0.0,0.14285714285714282,0.0,0.0,0.21428571428571425,0.0,0.0,0.0
22.5,0.0,0.25,0.375,0.125,0.625,0.0,0.0,1.125,0.0,0.0,0.0,31.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.0,0.7142857142857154,0.0,-0.02380952380952382,-0.13095238095238088,0.03571428571428569,0.059523809523809486,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,1.9428571428571426,-0.17142857142857137,0.0,0.3428571428571427,-0.057142857142857176,0.1714285714285714,0.0,-0.02857142857142856,0.3428571428571428,0.0,0.0,0.0
22.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,11.833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.25,0.0,0.0,0.0,2.7857142857142856,0.07142857142857144,0.0,2.9095749052352416e-17,0.0,0.0,0.035714285714285705,0.07142857142857144,0.0,0.0,0.0,0.0,0.8181818181818177,0.03496503496503496,0.08391608391608392,0.0,-0.017482517482517487,0.024475524475524438,0.0,0.0,0.08041958041958043,0.0,0.0,0.0
30.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,27.75,1.75,0.0,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.900000000000001,-0.19999999999999996,0.0,-0.40000000000000013,-0.09999999999999994,0.0,0.0,0.0,-0.2999999999999999,0.0,0.0,0.0,2.899999999999995,0.4999999999999999,0.0,-0.30000000000000027,0.4000000000000001,0.0,0.0,0.0,-0.2000000000000004,0.0,0.0,0.0
22.142857142857142,0.14285714285714285,0.0,0.42857142857142855,0.0,1.1428571428571428,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,17.583333333333332,0.5,0.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.8214285714285718,0.035714285714285705,0.0,-0.07142857142857151,0.0,-0.1428571428571428,0.0,0.0,0.17857142857142863,0.0,0.0,0.0,-0.36713286713286825,-0.07692307692307687,0.0,0.0034965034965034896,0.006993006993006979,0.03496503496503496,0.0,0.0,-0.01048951048951054,0.0,0.0,0.0
24.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,10.857142857142858,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.928571428571426,-0.10714285714285723,0.07142857142857144,-0.17857142857142877,0.0,0.14285714285714282,0.0,0.0,0.17857142857142838,0.0,0.0,0.0,2.071428571428571,0.10714285714285714,0.07142857142857144,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.41176470588235,0.0,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,6.083333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,-0.35539215686274533,0.0,-0.04901960784313729,0.009803921568627466,0.009803921568627449,0.002450980392156851,0.0,0.0,-0.029411764705882387,0.0,0.0,0.0,0.29720279720279713,-0.013986013986013977,-0.010489510489510499,-1.7274401749704567e-17,0.0,0.0,0.0,0.010489510489510483,0.010489510489510485,0.0,0.0,0.0
35.2,1.0,0.0,0.6,0.2,0.2,0.0,0.0,1.8,0.0,0.0,0.0,31.4,1.0,1.4,0.0,0.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,5.400000000000001,0.39999999999999997,0.0,-0.09999999999999998,-0.09999999999999995,4.560706458366089e-17,0.0,0.0,0.40000000000000013,0.0,0.0,0.0,14.799999999999997,0.39999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0,0.10000000000000003,0.7,0.0,0.0,0.0
11.75,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8999999999999986,0.0,0.0,-0.30000000000000027,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,1.9000000000000004,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,-0.09999999999999994,0.0,0.0,0.0
24.11111111111111,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,15.0,0.8571428571428571,0.14285714285714285,0.21428571428571427,0.5714285714285714,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.7333333333333326,0.016666666666666653,0.1166666666666667,-0.0666666666666667,-0.16666666666666674,-1.9432789877649315e-17,0.0,0.0,0.016666666666666635,0.0,0.0,0.0,0.021978021978021546,-0.09230769230769234,-1.939716603490161e-18,0.010989010989010988,0.030769230769230764,0.006593406593406595,0.0,0.0,-0.01538461538461539,0.0,0.0,0.0
31.5,0.875,0.0,0.5,0.25,0.125,0.0,0.125,1.0,0.0,0.0,0.0,19.833333333333332,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5476190476190492,0.10714285714285715,0.0,0.11904761904761904,-0.0714285714285714,-0.03571428571428571,0.0,-0.03571428571428571,0.1904761904761904,0.0,0.0,0.0,2.828571428571428,0.2285714285714285,0.0,0.1428571428571428,0.0,-0.11428571428571423,0.0,0.0,0.1714285714285714,0.0,0.0,0.0
15.166666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,24.2,0.4,0.4,0.2,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.5428571428571424,0.0,0.0,-0.08571428571428569,0.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,4.400000000000002,-0.1,0.19999999999999998,0.09999999999999999,0.0,0.09999999999999999,-0.09999999999999995,-0.09999999999999995,-0.1,0.0,0.0,0.0
21.375,0.625,0.0,1.0,0.75,0.625,0.0,0.0,0.5,0.0,0.0,0.0,12.185185185185185,0.5925925925925926,0.0,0.25925925925925924,0.37037037037037035,0.4444444444444444,0.0,0.0,0.2962962962962963,0.0,0.0,0.0,1.1785714285714282,0.10714285714285711,0.0,0.02380952380952385,-0.19047619047619047,0.1547619047619047,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.45970695970695963,-0.034188034188034205,0.0,0.02503052503052503,0.003663003663003658,0.06776556776556777,0.0,0.0,-0.0036630036630036773,0.0,0.0,0.0
27.75,0.25,0.125,0.75,0.25,0.25,0.0,0.0,1.25,0.0,0.0,0.0,13.5,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.4285714285714277,0.0238095238095238,-0.01190476190476189,0.047619047619047644,0.11904761904761903,9.383097129595136e-18,0.0,0.0,0.119047619047619,0.0,0.0,0.0,2.5030303030303034,0.0,0.0,0.05454545454545455,0.012121212121212126,0.05454545454545455,0.0,0.0,0.05454545454545455,0.0,0.0,0.0
21.375,0.5,0.25,0.375,0.0,0.125,0.0,0.0,0.75,0.0,0.0,0.0,25.6,0.2,0.6,0.2,0.6,0.2,0.0,0.0,0.8,0.0,0.0,0.0,-0.7738095238095224,-0.07142857142857138,0.0476190476190476,-0.13095238095238088,0.0,0.03571428571428569,0.0,0.0,-0.09523809523809514,0.0,0.0,0.0,-10.099999999999996,-0.20000000000000007,-0.39999999999999997,0.09999999999999999,-0.2999999999999999,-0.20000000000000007,0.0,0.0,-0.2999999999999999,0.0,0.0,0.0
18.666666666666668,0.16666666666666666,0.5,0.5,0.0,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.2,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,1.1999999999999993,0.028571428571428574,0.08571428571428566,-0.08571428571428569,0.0,0.3142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,-0.8999999999999997,-0.20000000000000026,0.0,-0.09999999999999995,0.19999999999999998,4.560706458366089e-17,0.0,0.0,-0.20000000000000007,0.0,0.0,0.0
28.8,0.0,0.4,0.6,0.0,0.2,0.0,0.0,1.2,0.0,0.0,0.0,8.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.700000000000003,0.0,0.1,0.19999999999999987,0.0,0.09999999999999999,0.0,0.0,-0.19999999999999954,0.0,0.0,0.0,1.5000000000000007,0.0,0.0,0.19999999999999996,-0.09999999999999995,0.0,0.0,0.0,-0.09999999999999995,0.0,0.0,0.0
35.0,0.125,0.0,1.125,0.0,1.5,0.0,0.125,0.875,0.0,0.0,0.0,11.9,1.0,0.0,0.2,0.0,0.3,0.0,0.1,0.3,0.0,0.0,0.0,3.6190476190476195,-0.03571428571428571,0.0,-0.035714285714285636,0.0,0.119047619047619,0.0,0.011904761904761892,0.17857142857142855,0.0,0.0,0.0,1.6181818181818186,0.23030303030303031,0.0,0.012121212121212128,0.0,-0.01818181818181815,0.0,-0.030303030303030287,-0.030303030303030293,0.0,0.0,0.0
26.166666666666668,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,19.142857142857142,0.7142857142857143,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,5.685714285714284,-0.11428571428571425,0.08571428571428572,-0.2857142857142856,-0.02857142857142856,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.142857142857142,0.10714285714285719,0.07142857142857144,0.0,0.035714285714285705,0.0,0.0,0.035714285714285705,0.1071428571428571,0.0,0.0,0.0
21.125,0.0,0.125,0.875,0.25,0.125,0.0,0.125,0.5,0.0,0.0,0.0,33.5,1.0,0.5,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6071428571428575,0.0,-0.03571428571428571,-0.059523809523809465,0.0714285714285714,-0.01190476190476189,0.0,0.011904761904761892,-0.0952380952380952,0.0,0.0,0.0,5.514285714285714,0.2857142857142857,-0.20000000000000007,0.2285714285714286,0.028571428571428574,-0.02857142857142856,0.0,0.0,0.028571428571428574,0.0,0.0,0.0
24.272727272727273,0.0,0.18181818181818182,0.0,0.45454545454545453,0.2727272727272727,0.0,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,4.933333333333334,0.2,0.2,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,2.345454545454545,0.0,0.06363636363636363,0.0,0.04545454545454547,-0.009090909090909103,0.0,-0.009090909090909094,0.10909090909090906,0.0,0.0,0.0,-0.16785714285714287,-0.01785714285714286,0.0035714285714285718,-0.0035714285714285752,0.0,0.0,-0.01785714285714285,0.0,-0.01428571428571428,0.0,0.0,0.0
29.90909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,25.0,1.4444444444444444,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.8454545454545445,1.4145551159239919e-18,-0.08181818181818179,-0.04545454545454542,-0.02727272727272727,-0.027272727272727264,0.0,0.0,0.018181818181818164,0.0,0.0,0.0,2.0499999999999985,0.06666666666666662,-0.033333333333333354,-2.7205905828709043e-17,-0.1000000000000001,0.20000000000000004,0.0,-0.06666666666666668,-0.016666666666666698,0.0,0.0,0.0
27.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,0.0,0.0,0.5,0.0,0.0,0.0,16.88888888888889,1.3333333333333333,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,2.1118881118881108,-0.027972027972027982,0.0979020979020979,-0.09090909090909094,-3.4548803499409134e-17,0.01048951048951047,0.0,0.0,0.10489510489510491,0.0,0.0,0.0,1.466666666666666,0.016666666666666614,0.15,0.0,0.03333333333333334,0.03333333333333334,0.0,0.0,0.0166666666666666,0.0,0.0,0.0
34.0,0.2,0.0,0.8,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,48.2,0.4,0.4,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.700000000000004,0.09999999999999999,0.0,-2.0269806481627063e-17,4.560706458366089e-17,4.560706458366089e-17,0.0,0.0,1.0134903240813531e-16,0.0,0.0,0.0,-0.49999999999999495,-0.09999999999999994,0.1,0.19999999999999996,0.09999999999999999,0.0,0.0,0.0,1.216188388897624e-16,0.0,0.0,0.0
22.0,0.4,0.2,0.8,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,20.75,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,-1.699999999999999,5.0674516204067655e-17,4.560706458366089e-17,0.3999999999999998,-0.09999999999999981,0.0,0.0,0.0,-0.09999999999999995,0.0,0.0,0.0,6.699999999999999,-0.10000000000000009,0.0,0.0,0.10000000000000002,-0.10000000000000009,0.0,0.0,0.10000000000000002,0.0,0.0,0.0
25.666666666666668,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,23.818181818181817,0.18181818181818182,0.0,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0,2.533333333333333,-0.06666666666666668,0.03333333333333334,-0.1833333333333334,0.08333333333333334,-3.1092463804238905e-17,0.0,0.01666666666666666,0.11666666666666668,0.0,0.0,0.0,1.8727272727272721,-0.03636363636363638,0.0,0.036363636363636355,0.027272727272727264,0.02727272727272727,0.0,-0.009090909090909078,0.009090909090909094,0.0,0.0,0.0
33.833333333333336,0.5,0.6666666666666666,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,34.2,1.6,0.4,0.2,0.0,0.4,0.0,0.0,1.6,0.0,0.0,0.0,2.5428571428571423,0.028571428571428536,-0.11428571428571424,0.19999999999999996,0.17142857142857143,0.05714285714285715,0.0,0.0,0.1142857142857143,0.0,0.0,0.0,6.300000000000002,-0.1999999999999999,0.29999999999999993,0.09999999999999999,0.0,0.19999999999999998,0.0,0.0,0.7000000000000001,0.0,0.0,0.0
