Low Propositional Density_mean_p,High Propositional Density_mean_p,Low Content Density_mean_p,High Content Density_mean_p,Low Formality_mean_p,High Formality_mean_p,Low Politeness_mean_p,High Politeness_mean_p,Negative Sentiment_mean_p,Neutral Sentiment_mean_p,Positive Sentiment_mean_p,Epistemic Uncertainty_mean_p,Doxastic Uncertainty_mean_p,Investigative Uncertainty_mean_p,Conditional Uncertainty_mean_p,No Uncertainty_mean_p,Low Propositional Density_grad_p,High Propositional Density_grad_p,Low Content Density_grad_p,High Content Density_grad_p,Low Formality_grad_p,High Formality_grad_p,Low Politeness_grad_p,High Politeness_grad_p,Negative Sentiment_grad_p,Neutral Sentiment_grad_p,Positive Sentiment_grad_p,Epistemic Uncertainty_grad_p,Doxastic Uncertainty_grad_p,Investigative Uncertainty_grad_p,Conditional Uncertainty_grad_p,No Uncertainty_grad_p,Low Propositional Density_mean_np,High Propositional Density_mean_np,Low Content Density_mean_np,High Content Density_mean_np,Low Formality_mean_np,High Formality_mean_np,Low Politeness_mean_np,High Politeness_mean_np,Negative Sentiment_mean_np,Neutral Sentiment_mean_np,Positive Sentiment_mean_np,Epistemic Uncertainty_mean_np,Doxastic Uncertainty_mean_np,Investigative Uncertainty_mean_np,Conditional Uncertainty_mean_np,No Uncertainty_mean_np,Low Propositional Density_grad_np,High Propositional Density_grad_np,Low Content Density_grad_np,High Content Density_grad_np,Low Formality_grad_np,High Formality_grad_np,Low Politeness_grad_np,High Politeness_grad_np,Negative Sentiment_grad_np,Neutral Sentiment_grad_np,Positive Sentiment_grad_np,Epistemic Uncertainty_grad_np,Doxastic Uncertainty_grad_np,Investigative Uncertainty_grad_np,Conditional Uncertainty_grad_np,No Uncertainty_grad_np
0.4,0.4,0.2,0.6,0.8,0.0,0.0,0.8,0.6,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.3,0.2999999999999999,-0.0999999999999999,0.0999999999999999,-2.0269806481627066e-17,0.0,0.0,-2.0269806481627066e-17,0.2,-0.2,0.0,0.0999999999999999,0.0,0.0,0.0,-0.0999999999999999,0.1666666666666666,0.5,0.0,0.6666666666666666,0.1666666666666666,0.5,0.0,0.6666666666666666,0.0,0.5,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,-0.1428571428571428,0.1428571428571427,0.0,-4.491073263034831e-17,-0.1428571428571428,0.1428571428571427,0.0,-4.491073263034831e-17,0.0,-0.0285714285714286,0.0285714285714285,-0.0285714285714285,0.0,-0.1428571428571428,0.0285714285714285,0.1428571428571428
0.3461538461538461,0.3076923076923077,0.0769230769230769,0.5769230769230769,0.4615384615384615,0.1923076923076923,0.1153846153846153,0.5384615384615384,0.0384615384615384,0.5384615384615384,0.0769230769230769,0.1923076923076923,0.0,0.0,0.0769230769230769,0.3846153846153846,-0.0085470085470085,0.0034188034188034,-0.0027350427350427,-0.0023931623931623,-0.0232478632478632,0.0181196581196581,-0.0119658119658119,0.0068376068376068,-0.0003418803418803,-0.0095726495726495,0.0047863247863247,-0.0071794871794871,0.0,0.0,-0.0129914529914529,0.015042735042735,0.2,0.4,0.0,0.6,0.3,0.3,0.2,0.4,0.2,0.3,0.1,0.4,0.0,0.0,0.2,0.1,0.0121212121212121,-0.0121212121212121,0.0,3.945836176194101e-17,0.0424242424242424,-0.0424242424242424,-0.0848484848484848,0.0848484848484848,-0.0242424242424242,-0.0303030303030302,0.0545454545454545,-0.0121212121212121,0.0,0.0,0.0,0.0545454545454545
0.6666666666666666,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.8888888888888888,0.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.5555555555555556,-3.1092463804238905e-17,0.0166666666666666,-0.1166666666666667,0.1333333333333333,0.0166666666666666,0.0,0.1333333333333333,-0.1166666666666667,0.0833333333333333,-0.0333333333333333,-0.0333333333333333,0.0666666666666666,0.0,0.0,-1.3602952914354521e-17,-0.05,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,-2.2455366315174158e-17,-0.1142857142857142,0.0,-0.1142857142857143,-0.2285714285714285,0.1142857142857142,0.0,-0.1142857142857143,0.0,-0.2571428571428571,0.1428571428571428,-0.1714285714285713,-0.0857142857142857,0.0,0.0,0.1428571428571428
0.9166666666666666,0.0,0.1666666666666666,0.75,0.9166666666666666,0.0,0.3333333333333333,0.5833333333333334,0.0833333333333333,0.75,0.0833333333333333,0.0833333333333333,0.0,0.0,0.1666666666666666,0.6666666666666666,-0.0384615384615385,0.0,-0.0279720279720279,-0.0104895104895105,-0.0384615384615385,0.0,-0.0279720279720279,-0.0104895104895105,0.0244755244755244,-0.0804195804195804,0.0174825174825174,-0.0034965034965035,0.0,0.0,-0.013986013986014,-0.020979020979021,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.5,-2.2455366315174158e-17,0.0571428571428571,0.0,0.0571428571428571,-2.2455366315174158e-17,0.0571428571428571,0.0,0.0571428571428571,0.0,-0.0571428571428571,0.1142857142857142,0.0,0.0,-0.1428571428571428,0.0,0.1999999999999999
0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.1666666666666666,0.0,0.6666666666666666,0.1666666666666666,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.1142857142857143,0.0,0.0,0.1142857142857143,0.0857142857142857,0.0285714285714285,0.0,0.1142857142857143,-0.1428571428571428,0.2571428571428571,0.0,-2.2455366315174158e-17,0.0,0.1142857142857143,0.0,0.0,0.1428571428571428,0.4285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.4285714285714285,0.0,-0.1071428571428572,0.1071428571428571,0.0,-1.2802129583035062e-16,-0.0714285714285715,0.0714285714285714,0.0,-1.2802129583035062e-16,0.0,-0.1071428571428572,0.1071428571428571,-0.0357142857142857,0.0,-0.1071428571428572,0.1071428571428571,0.0
0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.1666666666666666,0.8333333333333334,0.0,1.0,0.1666666666666666,0.8333333333333334,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.1666666666666666,0.1666666666666666,0.5,0.0,-0.1428571428571428,0.1428571428571428,0.0,-5.988097684046442e-17,-0.1428571428571428,0.1428571428571428,0.0,-5.988097684046442e-17,0.0571428571428571,-0.0571428571428572,0.0,-0.0857142857142856,0.1428571428571428,-0.1428571428571428,0.2571428571428571,0.0
0.25,0.5,0.0,0.75,0.5,0.25,0.0,0.75,0.0,0.75,0.0,0.0,0.125,0.125,0.125,0.5,-0.0238095238095238,-0.0476190476190475,0.0,-0.0714285714285713,-0.1666666666666666,0.0952380952380952,0.0,-0.0714285714285713,0.0,-0.0714285714285713,0.0,0.0,-0.0595238095238095,-0.0357142857142857,-0.0595238095238095,0.0238095238095238,0.25,0.375,0.0,0.625,0.0,0.625,0.125,0.5,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.625,4.222393708317812e-17,-0.0595238095238094,0.0,-0.0595238095238094,0.0,-0.0595238095238094,0.0119047619047618,-0.0714285714285713,0.0119047619047618,-0.0952380952380951,0.0238095238095238,0.0,0.0,0.0,0.0,-0.0595238095238094
0.1666666666666666,0.5,0.1666666666666666,0.5,0.6666666666666666,0.0,0.0,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.5,-0.1428571428571428,-0.0285714285714285,-0.1428571428571428,-0.0285714285714285,-0.1714285714285713,0.0,0.0,-0.1714285714285713,0.0857142857142857,-0.2285714285714285,-0.0285714285714285,0.0,-0.0857142857142857,0.0,0.0,-0.0857142857142856,0.5714285714285714,0.1428571428571428,0.0,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.0,0.7142857142857143,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.0,0.0,0.4285714285714285,0.0,0.2857142857142857,-0.1071428571428572,0.0357142857142857,0.0,-0.0714285714285715,-0.0714285714285714,-1.2802129583035062e-16,0.0,-0.0714285714285715,0.0357142857142857,-0.2142857142857143,0.1071428571428571,0.0,0.0,-0.2142857142857143,0.0,0.1428571428571428
0.2857142857142857,0.4285714285714285,0.1428571428571428,0.5714285714285714,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,0.5714285714285714,-0.1785714285714286,0.0714285714285714,-0.1071428571428572,1.1638299620940968e-17,-0.1071428571428572,0.0,0.0,-0.1071428571428572,0.0,-1.1638299620940966e-16,-0.107142857142857,-0.0357142857142857,0.0,0.0,0.0,-0.0714285714285715,0.3,0.2,0.0,0.5,0.2,0.3,0.0,0.5,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.3,-0.0424242424242424,0.0484848484848484,0.0,0.006060606060606,-0.0969696969696969,0.103030303030303,0.0,0.006060606060606,0.0424242424242424,-0.0969696969696969,0.0606060606060606,-0.0969696969696969,0.0,0.0,0.0,0.103030303030303
0.2857142857142857,0.4285714285714285,0.0,0.7142857142857143,0.5714285714285714,0.1428571428571428,0.0,0.7142857142857143,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.5714285714285714,-0.1428571428571429,0.0714285714285714,0.0,-0.0714285714285715,-0.1785714285714286,0.1071428571428571,0.0,-0.0714285714285715,0.0357142857142857,1.1638299620940968e-17,-0.1071428571428572,0.1071428571428571,0.0,0.0,0.0,-0.1785714285714286,0.2857142857142857,0.4285714285714285,0.0,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.5714285714285714,-1.1638299620940966e-16,0.0714285714285714,0.0,0.0714285714285713,0.1071428571428571,-0.0357142857142858,0.0357142857142857,0.0357142857142855,0.0714285714285714,-0.1071428571428572,0.1071428571428571,0.0,0.0,-0.1071428571428572,0.0,0.1785714285714285
0.1666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,-0.0857142857142857,-0.1142857142857142,0.0,-0.2,-0.2,0.0,0.0,-0.2,0.0,0.0285714285714285,-0.2285714285714285,0.0,0.0,0.0,-0.1142857142857142,-0.0857142857142857,0.25,0.625,0.0,0.875,0.25,0.625,0.25,0.625,0.25,0.375,0.25,0.125,0.0,0.125,0.375,0.375,-0.1428571428571427,0.0595238095238094,0.0,-0.0833333333333332,-0.0714285714285713,-0.0119047619047618,-0.0476190476190476,-0.0357142857142856,-0.0476190476190476,-0.107142857142857,0.0714285714285714,0.0357142857142856,0.0,-0.0833333333333332,0.0357142857142857,-0.0357142857142856
0.5,0.1666666666666666,0.0833333333333333,0.5833333333333334,0.5,0.1666666666666666,0.1666666666666666,0.5,0.4166666666666667,0.25,0.0,0.0,0.0,0.0,0.0833333333333333,0.5833333333333334,-0.0489510489510489,0.0419580419580419,-0.0384615384615384,0.0314685314685314,0.0209790209790209,-0.0279720279720279,0.0069930069930069,-0.0139860139860139,0.0314685314685314,-0.0384615384615384,0.0,0.0,0.0,0.0,0.0384615384615384,-0.0454545454545455,0.4285714285714285,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.0,0.7142857142857143,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.0,0.1428571428571428,0.0,0.4285714285714285,-0.0714285714285715,0.0357142857142857,0.0,-0.0357142857142858,-1.1638299620940966e-16,-0.0357142857142857,0.0,-0.0357142857142858,0.0,-0.0357142857142857,-1.1638299620940966e-16,0.0357142857142857,0.0,-0.0714285714285714,0.0,-1.047446965884687e-16
0.0,0.5,0.0,0.5,0.25,0.25,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.2000000000000001,0.0,-0.2000000000000001,0.1,-0.3000000000000002,0.0,-0.2000000000000001,0.0,0.0,-0.2000000000000001,0.0,0.0,0.0,0.0,-0.2000000000000001,0.2,0.6,0.0,0.8,0.0,0.8,0.2,0.6,0.2,0.4,0.2,0.2,0.0,0.2,0.0,0.4,-0.2,0.1,0.0,-0.0999999999999999,0.0,-0.0999999999999999,0.1999999999999999,-0.2999999999999999,0.1999999999999999,-0.1999999999999999,-0.0999999999999999,-0.0999999999999999,0.0,-0.2,0.0,0.1999999999999999
0.25,0.4166666666666667,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.5,0.0833333333333333,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.5,0.0034965034965034,-0.0594405594405594,0.0,-0.0559440559440559,-0.0139860139860139,-0.0419580419580419,-0.0489510489510489,-0.006993006993007,-0.0244755244755244,-0.0349650349650349,0.0349650349650349,0.0,0.0,0.0,0.0034965034965034,-0.0279720279720279,0.4285714285714285,0.4285714285714285,0.0,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.0,0.8571428571428571,0.0,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,-0.0714285714285715,-2.3276599241881936e-17,0.0,-0.0714285714285715,-0.1428571428571429,0.0714285714285714,0.0,-0.0714285714285715,0.0,-0.1785714285714286,0.1071428571428571,0.0,0.0,-0.1785714285714286,0.0,0.1071428571428571
0.4285714285714285,0.0,0.0,0.4285714285714285,0.4285714285714285,0.0,0.1428571428571428,0.2857142857142857,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,-0.1785714285714287,0.0,0.0,-0.1785714285714287,-0.1785714285714287,0.0,-0.1071428571428572,-0.0714285714285714,0.0,-0.1071428571428572,-0.0714285714285714,0.0,0.0,0.0,0.0,-0.1785714285714286,0.4285714285714285,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.0,0.7142857142857143,0.0,0.5714285714285714,0.1428571428571428,0.0,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,-0.2142857142857143,0.1071428571428571,0.0,-0.1071428571428572,-0.1071428571428571,-9.310639696752776e-17,0.0,-0.1071428571428572,0.0,-0.1785714285714286,0.0714285714285714,0.0,0.0,-0.2142857142857143,0.0714285714285714,0.0357142857142857
0.5833333333333334,0.0833333333333333,0.0833333333333333,0.5833333333333334,0.25,0.4166666666666667,0.0,0.6666666666666666,0.0,0.5,0.1666666666666666,0.0833333333333333,0.0,0.25,0.0833333333333333,0.25,0.0314685314685314,0.0314685314685314,0.0174825174825174,0.0454545454545454,0.0384615384615384,0.0244755244755244,0.0,0.0629370629370629,0.0,0.0559440559440559,0.0069930069930069,0.0384615384615384,0.0,-0.0314685314685314,0.0314685314685314,0.0244755244755244,0.2352941176470588,0.2941176470588235,0.0,0.5294117647058824,0.1764705882352941,0.3529411764705882,0.1176470588235294,0.4117647058823529,0.1764705882352941,0.3529411764705882,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0588235294117647,0.4117647058823529,8.61123988774058e-18,-0.0024509803921568,0.0,-0.0024509803921568,0.017156862745098,-0.0196078431372549,-0.0245098039215686,0.0220588235294117,-0.0147058823529411,0.0122549019607843,0.0,0.0098039215686274,0.0,-0.0196078431372548,0.0098039215686274,0.0073529411764705
0.0,0.6,0.0,0.6,0.6,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.4,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,4.5607064583660885e-17,0.1,0.2,0.8,0.0,1.0,0.6,0.4,0.0,1.0,0.4,0.6,0.0,0.8,0.0,0.2,0.0,0.0,-0.2,0.2,0.0,1.2161883888976242e-16,-0.0999999999999999,0.1,0.0,1.2161883888976242e-16,5.067451620406766e-17,-4.053961296325413e-17,0.0,0.2,0.0,-0.2,0.0,0.0
0.6,0.2,0.0,0.8,0.8,0.0,0.0,0.8,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.6,-4.053961296325413e-17,0.0999999999999999,0.0,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0999999999999999,0.0999999999999999,-4.053961296325413e-17,0.0,0.0,0.0,0.1999999999999999,0.0,-0.0999999999999999,0.5,0.25,0.0,0.75,0.25,0.5,0.25,0.5,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.5,-0.2000000000000001,0.3,0.0,0.0999999999999999,-0.3000000000000002,0.4000000000000001,0.3,-0.2000000000000001,0.0,0.0999999999999999,0.0,0.0,0.0,-0.3000000000000002,0.0,0.4000000000000001
0.2142857142857142,0.5,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.0,0.7142857142857143,0.0714285714285714,0.5,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.5,-0.0329670329670329,-0.0109890109890109,0.0,-0.0439560439560439,-0.0439560439560439,0.0,0.0,-0.0439560439560439,0.0109890109890109,-0.0417582417582417,-0.0131868131868132,-0.0021978021978022,0.0,-0.0065934065934065,-0.0241758241758241,-0.0109890109890109,0.3333333333333333,0.4444444444444444,0.0,0.7777777777777778,0.3333333333333333,0.4444444444444444,0.0,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,-0.05,-0.0333333333333333,0.0,-0.0833333333333333,-0.1,0.0166666666666666,0.0,-0.0833333333333333,-0.0166666666666666,-0.15,0.0833333333333333,-0.05,0.0,-0.0666666666666666,-0.0166666666666666,0.0499999999999999
