DT-Level 0_mean,DT-Level 1_mean,DT-Level 2_mean,DT-Level 3_mean,DT-Level 4_mean,DT-Level 5_mean,DT-Level 6_mean,DT-Level 7_mean,DT-Label A_mean,DT-Label B_mean,DT-Label C_mean,DT-Label D_mean,DT-Label E_mean,DT-Label F_mean,DT-Label G_mean,DT-Label H_mean,DT-Label I_mean,DT-Level 0_grad,DT-Level 1_grad,DT-Level 2_grad,DT-Level 3_grad,DT-Level 4_grad,DT-Level 5_grad,DT-Level 6_grad,DT-Level 7_grad,DT-Label A_grad,DT-Label B_grad,DT-Label C_grad,DT-Label D_grad,DT-Label E_grad,DT-Label F_grad,DT-Label G_grad,DT-Label H_grad,DT-Label I_grad
0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,0.004395604395604413,0.03516483516483517,0.0,0.0,0.028571428571428577,0.0,-0.024175824175824187,0.0,0.0,0.0,0.0,-0.019780219780219783,-0.01538461538461539
0.0,0.0,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.006593406593406578,0.030769230769230778,0.0,0.0,0.0,-0.02857142857142859,-0.02857142857142859,0.02417582417582418,0.019780219780219786,0.0,0.0,0.0,-0.01538461538461539
0.0,0.0,0.0,0.0,0.6842105263157895,0.15789473684210525,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.01754385964912282,1.2087651888019254e-18,0.0,0.0,0.01578947368421053,0.008771929824561406,-0.01052631578947369,0.0,0.0,0.0,0.0,0.0,-0.01228070175438597
0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666664,0.0,0.0,0.0,0.0,0.0,-0.0666666666666667,0.01666666666666666,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.47368421052631576,0.10526315789473684,0.0,0.0,0.0,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.0,0.05263157894736842,0.21052631578947367,0.0,0.0,0.0,0.0,0.014035087719298248,0.007017543859649125,0.0,0.0,0.0,0.0,-0.026315789473684216,-0.03333333333333335,0.008771929824561406,0.0,0.0,-0.01403508771929825,0.03157894736842106
0.0,0.0,0.07142857142857142,0.0,0.5,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.006593406593406595,0.0,0.01098901098901098,0.0021978021978021974,0.0,0.0,0.0,0.032967032967032975,-0.030769230769230792,0.0,0.0,0.02417582417582418,0.0,0.0,0.015384615384615385
0.0,0.0,0.0,0.0,0.6551724137931034,0.034482758620689655,0.0,0.0,0.034482758620689655,0.06896551724137931,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.011330049261083748,-0.0024630541871921174,0.0,0.0,0.006896551724137928,-0.003940886699507387,-0.01280788177339902,0.0,0.0,0.0,0.0,0.0,0.001970443349753697
0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.024242424242424204,0.07878787878787881,0.0,0.0,0.0,0.054545454545454564,-0.06060606060606067,0.04242424242424244,0.0,0.0,0.0,0.018181818181818188,-0.05454545454545454
0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,-0.05000000000000005,-3.1092463804238905e-17,0.0,0.0,0.0,0.0,-0.03333333333333334,-0.033333333333333326
0.0,0.043478260869565216,0.0,0.0,0.5217391304347826,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.0,0.0,0.043478260869565216,0.17391304347826086,0.0,-0.003952569169960475,0.0,0.0,0.008893280632411085,0.00988142292490119,0.0,0.0,0.0,0.01679841897233202,-0.02173913043478264,0.006916996047430834,0.0019762845849802396,0.0,0.0,0.0009881422924901211,-0.003952569169960499
0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,-0.0065934065934065925,0.0,0.0,0.0,-0.04395604395604395,-0.010989010989010988,0.02417582417582418,0.0,0.0,-0.010989010989010995,-0.008791208791208803,0.02637362637362638,0.0,0.0,0.0,-0.010989010989010988,0.039560439560439566
0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,-2.263288185478387e-17,0.0,0.0,0.0,0.027272727272727264,0.009090909090909087,-0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.045454545454545435
0.0,0.0,0.0,0.0,0.5142857142857142,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,-0.013445378151260502,0.02521008403361344,0.0,0.0,0.0008403361344537811,-0.0030812324929971975,-0.0103641456582633,-0.003361344537815126,0.0,0.0,0.0,0.0,0.0030812324929971988
0.05555555555555555,0.05555555555555555,0.0,0.0,0.4444444444444444,0.16666666666666666,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.009287925696594434,0.01341589267285862,0.0,0.0,0.01651186790505676,-0.005159958720330244,0.0,0.0,0.01754385964912281,0.0,-0.02683178534571724,-0.007223942208462337,0.0,0.0,0.0,0.0,2.6277928074144916e-18
0.0,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.010989010989011007,4.354652974618213e-18,0.0,0.0,0.0,-0.06043956043956043,-0.04395604395604394,-0.005494505494505487,0.0,0.0,0.0,0.0,0.06593406593406594
0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027272727272727233,0.0,0.0,0.0,0.0,0.0,-0.02727272727272722,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.012121212121212149,-0.03030303030303032,0.0,0.0,0.0,-0.018181818181818212,-0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.09696969696969701
0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.012383900928792567,0.011351909184726528,0.0,0.0,0.01754385964912281,0.010319917440660476,-0.03095975232198143,0.0061919504643962835,0.01341589267285862,0.0,0.0,0.007223942208462335,-0.020639834881320953
0.0,0.07692307692307693,0.0,0.0,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,-0.02197802197802197,0.0,0.0,0.038461538461538484,0.06593406593406594,0.0,0.0,0.0,0.0,-0.038461538461538436,0.0,4.354652974618213e-18,0.0,0.0,0.010989010989010993,-0.04395604395604394
0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,-0.002197802197802203,-0.017582417582417582,0.0,0.0,0.0,0.032967032967032975,-0.010989010989011005,0.0,0.01098901098901099,0.0,0.0,0.0021978021978021974,0.028571428571428577
0.0,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.0,0.19230769230769232,0.11538461538461539,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.03213675213675214,0.0013675213675213662,-0.0017094017094017107,0.0,0.00854700854700855,0.0,-0.018119658119658124,0.0010256410256410235,0.0,0.0,0.0,0.0,-0.024615384615384615
0.0,0.05,0.0,0.0,0.85,0.05,0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.008270676691729326,0.0,0.0,-0.0022556390977443276,0.0022556390977443628,0.0,0.0,0.01428571428571428,-0.016541353383458638,-0.016541353383458666,0.01654135338345864,0.0,0.0,0.0,-0.002255639097744361,0.0
0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.025974025974025976,-0.005194805194805188,0.0,0.0,0.0,-0.002597402597402594,-0.020779220779220762,0.0,0.0,0.0,0.0,0.0,0.002597402597402574
0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.012121212121212106,-0.018181818181818212,0.0,0.0,0.0,-1.3152787253980335e-17,-0.054545454545454564,-0.0060606060606060675,0.0,0.0,0.0,0.0,0.09696969696969701
0.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,-0.1000000000000001,0.05,0.0,0.0,0.0,-0.03333333333333334,-0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.10000000000000002
0.0,0.0,0.0,0.0,0.35,0.4,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.018796992481203006,0.025563909774436098,0.0,0.0,0.0,0.003007518796992485,-0.02406015037593986,-0.00827067669172932,0.0,0.0,0.0,0.0,-0.024060150375939837
0.0,0.0,0.0,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,5.6582204636959675e-18,0.04545454545454544,0.0,0.0,0.08181818181818179,-0.009090909090909087,-0.0727272727272727,0.0,-0.01818181818181818,0.0,0.0,0.0,-0.036363636363636355
0.0,0.0,0.0,0.0,0.5517241379310345,0.3103448275862069,0.034482758620689655,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.0,0.012315270935960595,-0.0004926108374384208,0.0014778325123152717,0.0,0.0,0.0,-0.014778325123152709,0.0,0.0,0.0,0.0,0.0004926108374384232,-9.796526442437013e-18
0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999995,0.01666666666666666,0.0,0.0,0.0,-3.886557975529863e-18,-0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.05454545454545455,0.08484848484848488,0.0,0.0,0.0,0.0,-0.054545454545454605,-0.03030303030303032,0.0,0.0,0.0,-0.0060606060606060675,-0.05454545454545454
0.0,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.2,0.4,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.014285714285714287,-0.0071428571428571435,0.0,0.0,0.0,-0.010714285714285714,-0.017857142857142894,-0.007142857142857144,0.0,0.0,0.0,0.01428571428571428,0.0
0.0,0.0,0.0,0.0,0.4,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,-0.014285714285714287,0.003571428571428572,0.0,0.0,0.0,0.003571428571428571,0.01428571428571428,0.024999999999999994,0.0,0.0,0.0,0.01428571428571428,-0.025000000000000015
0.0,0.0,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538484,-0.016483516483516467,0.0,0.0,0.032967032967032954,1.5241285411163744e-17,-0.06043956043956044,0.027472527472527465,0.016483516483516494,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1875,0.0625,0.0625,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.013235294117647055,-0.001470588235294117,-0.007352941176470586,0.0,0.0,-0.016176470588235292,-0.0514705882352941,0.0,0.0,0.0,0.0,-0.02352941176470588,0.05
0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285712,0.0,0.0,-1.1638299620940968e-17,0.0,0.0,0.0,0.0,0.0,-0.14285714285714282,0.07142857142857141,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.3125,0.125,0.0,0.0,0.0625,0.0625,0.1875,0.0,0.0625,0.0,0.0,0.0625,0.375,0.0,0.0,0.0,0.0,-0.05735294117647057,0.01176470588235294,0.0,0.0,0.019117647058823527,-0.010294117647058816,-0.04852941176470587,0.0,-0.007352941176470586,0.0,0.0,0.019117647058823527,0.0588235294117647
0.0,0.0,0.0,0.0,0.47058823529411764,0.29411764705882354,0.0,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.35294117647058826,0.058823529411764705,0.0,0.0,0.0,0.0,-0.02450980392156867,0.009803921568627442,0.0,0.0,0.01715686274509804,-0.01960784313725491,-0.019607843137254884,-0.0024509803921568636,-0.007352941176470591,0.0,0.0,0.014705882352941155,0.019607843137254898
0.0,0.0,0.0,0.0,0.625,0.0,0.0625,0.0,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.0029411764705882418,0.0,0.016176470588235296,0.0,0.0,0.0,-0.026470588235294107,0.016176470588235296,-0.001470588235294117,0.0,0.0,-0.01911764705882352,0.026470588235294107
0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07272727272727272,-0.0181818181818182,0.0,0.0,0.0,-0.03030303030303032,-0.08484848484848485,0.0,0.0,0.0,0.0,0.0,0.030303030303030314
0.0,0.07142857142857142,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.0,0.01098901098901099,0.0,0.0,-0.05714285714285715,-0.013186813186813185,0.0,0.0,0.0,0.002197802197802201,-0.02857142857142859,0.0,-0.0065934065934065925,0.0,0.0,0.0,0.06813186813186814
0.0,0.0,0.0,0.0,0.7272727272727273,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,-0.02727272727272727,0.027272727272727264,0.0,0.0,0.0,-0.00909090909090908,-0.04545454545454542,0.036363636363636355,0.027272727272727264,0.0,0.0,-0.036363636363636355,0.045454545454545435
0.0,0.0,0.0,0.0,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.01341589267285862,0.007223942208462335,0.0,0.0,0.0,0.014447884416924664,-0.03715170278637773,-2.6277928074144916e-18,0.015479876160990714,0.0,0.0,0.007223942208462332,0.0
0.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,-0.06666666666666674,-3.1092463804238905e-17,0.0,0.0,0.06666666666666668,0.0,-0.05,0.03333333333333334,-0.016666666666666677,0.0,0.0,0.0,0.05000000000000001
0.0,0.0,0.0,0.0,0.4666666666666667,0.26666666666666666,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,-0.01785714285714284,0.02142857142857141,0.0,0.0,0.0,0.003571428571428571,-0.021428571428571425,0.003571428571428572,0.021428571428571422,0.0,0.0,0.0035714285714285674,-2.0908768735539523e-17
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,-0.05494505494505497,0.0,0.0,0.0,0.02417582417582418,-0.019780219780219783,-0.04395604395604397,-0.0021978021978022,0.0,0.0,0.0,-0.019780219780219783,0.061538461538461556
0.0,0.0,0.0,0.0,0.21428571428571427,0.35714285714285715,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.002197802197802201,0.09450549450549453,0.0,0.0,0.0,0.010989010989011002,-0.03076923076923078,0.0,0.0,0.0,0.0,0.0,-0.06593406593406596
0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.0,-0.01318681318681319,0.03076923076923077,0.0,0.0,0.0,0.046153846153846156,-0.019780219780219783,0.0,-0.01538461538461539,0.0,0.0,0.03076923076923077,-0.0285714285714286
0.0,0.0,0.0,0.0,0.29411764705882354,0.35294117647058826,0.0,0.0,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.0,-0.014705882352941187,0.012254901960784298,0.0,0.0,0.0,0.0,-0.03921568627450982,-0.009803921568627458,0.0,0.0,0.0,-6.099628253816245e-18,0.031862745098039234
