DT-Level 0_mean,DT-Level 1_mean,DT-Level 2_mean,DT-Level 3_mean,DT-Level 4_mean,DT-Level 5_mean,DT-Level 6_mean,DT-Level 7_mean,DT-Label A_mean,DT-Label B_mean,DT-Label C_mean,DT-Label D_mean,DT-Label E_mean,DT-Label F_mean,DT-Label G_mean,DT-Label H_mean,DT-Label I_mean,DT-Level 0_grad,DT-Level 1_grad,DT-Level 2_grad,DT-Level 3_grad,DT-Level 4_grad,DT-Level 5_grad,DT-Level 6_grad,DT-Level 7_grad,DT-Label A_grad,DT-Label B_grad,DT-Label C_grad,DT-Label D_grad,DT-Label E_grad,DT-Label F_grad,DT-Label G_grad,DT-Label H_grad,DT-Label I_grad
0.0,0.16,0.0,0.04,0.76,0.0,0.08,0.0,0.0,0.12,0.0,0.08,0.08,0.0,0.04,0.0,0.0,0.0,0.01769230769230769,0.0,0.00846153846153846,-0.019230769230769235,0.0,0.005384615384615388,0.0,0.0,-0.0023076923076923088,0.0,0.0015384615384615385,0.004615384615384616,0.0,-0.006923076923076921,0.0,0.0
0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,-0.047619047619047596,0.0,-0.08333333333333327,0.0,0.0,0.0,-0.08333333333333327,0.0
0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142852,0.0,-0.10714285714285712,0.0,0.0,-0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.7,0.2,0.2,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.00606060606060606,0.0,0.0,0.0,0.006060606060606091,-0.012121212121212149,0.04848484848484852,0.0,0.0,-0.06666666666666667,0.0,-0.012121212121212149,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.25,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01048951048951045,0.0,0.03846153846153846,0.0,0.0,-0.03146853146853148,0.0,0.024475524475524476,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1092463804238905e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333338,0.0,0.0,0.0,0.0
0.0,0.07692307692307693,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.021978021978021987,0.0,0.0,-0.021978021978021945,0.0,0.0,0.0,0.0,-0.02747252747252747,-0.02747252747252747,-0.005494505494505487,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.09999999999999999,0.0,0.0,0.0,0.0,-0.09999999999999999,0.0,0.20000000000000007,-0.2,0.0,0.0,0.0,-0.1
0.047619047619047616,0.047619047619047616,0.0,0.0,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.0,0.0,0.09523809523809523,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,-0.009090909090909085,0.0012987012987013004,0.0,0.0,0.007792207792207779,0.009090909090909089,0.005194805194805206,0.0,0.0,-0.007792207792207811,0.0012987012987013024,0.012987012987012986,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0
0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.10000000000000017,0.0,0.0,0.0,0.0,-0.20000000000000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.045454545454545456,0.0,0.13636363636363635,0.6818181818181818,0.09090909090909091,0.045454545454545456,0.0,0.0,0.22727272727272727,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.003952569169960475,0.0,-0.006211180124223596,0.005081874647092056,0.003387916431394693,-0.011857707509881436,0.0,0.0,-0.0005646527385657971,-0.002258610954263122,-0.009599096555618284,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-1.18687833744435e-16,0.0,0.0,0.0,0.0,-0.10000000000000009,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.3000000000000003,0.0,0.0,-0.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036363636363636355,4.526576370956774e-17,0.0,0.0,0.0,0.0,-0.04545454545454541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10714285714285712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035714285714285705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-5.988097684046442e-17,0.0,0.0,0.0,0.0,-0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333327,0.0,0.08333333333333331,0.0,0.0,-0.08333333333333327,0.0,0.08333333333333331,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.04047097224406e-17,-0.2,0.20000000000000007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,-0.017582417582417582,0.0,0.017582417582417544,0.0,0.0,0.0,0.0,-0.02857142857142859,-0.01538461538461539,0.0,0.0,0.028571428571428577,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8125,0.0625,0.125,0.0,0.0,0.25,0.25,0.0625,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,-0.004411764705882356,-0.01911764705882352,-0.014705882352941175,0.0,0.0,0.02647058823529412,-0.005882352941176464,-0.013235294117647062,0.0,0.03235294117647059,0.0,0.0,0.007352941176470587
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.3000000000000003,0.0,0.0,-0.3000000000000003,0.0,-0.3000000000000003,0.0,0.0,0.0,-0.3000000000000003,0.0
0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.3000000000000003,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006060606060606104,0.0,-0.0363636363636364,0.0,0.0,-0.06060606060606067,0.0,-2.630557450796067e-17,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006060606060606104,0.0,0.00606060606060606,0.0,0.0,-0.0666666666666667,0.0,-0.04242424242424247,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,0.0,0.0,0.0,2.482534153247273e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0625,0.0625,0.0,0.0625,0.8125,0.0625,0.0625,0.0,0.0,0.3125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.007352941176470587,0.010294117647058825,0.0,0.010294117647058825,0.0014705882352941337,-0.013235294117647062,-0.016176470588235296,0.0,0.0,-0.04852941176470587,0.0,-0.01911764705882352,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.5000000000000001,0.0,0.0,0.0,0.5000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07142857142857147,0.0,0.0,0.0,0.0,-0.03571428571428567,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714282,0.0,0.028571428571428574,0.0,0.0,-0.1428571428571428,0.1428571428571428,0.0,-0.02857142857142856,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18687833744435e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,2.482534153247273e-17,0.0,0.5000000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,2.263288185478387e-17,0.0,0.0,0.0,0.0,-0.0636363636363636,0.0,0.0,0.0,0.0,0.0,-0.009090909090909094,-0.01818181818181818
0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.0,-0.1428571428571428,0.0,-0.08571428571428573,0.0,-0.08571428571428573,0.0,0.0,0.1428571428571428
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0539612963254127e-17,0.0,0.0,0.0,0.0,3.04047097224406e-17,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.988097684046442e-17,0.0,0.0,0.0,0.0,0.0857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0
0.05555555555555555,0.1111111111111111,0.0,0.0,0.7222222222222222,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009287925696594434,-0.020639834881320956,0.0,0.0,0.03199174406604747,-0.013415892672858618,-0.024767801857585148,0.0,-0.007223942208462337,-0.030959752321981417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02857142857142856,0.0,0.0,-5.988097684046442e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.988097684046442e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.043478260869565216,0.08695652173913043,0.4782608695652174,0.0,0.0,0.0,0.0,0.13043478260869565,0.08695652173913043,0.21739130434782608,0.0,0.13043478260869565,0.08695652173913043,0.0,0.13043478260869565,0.0,0.0,0.002964426877470358,0.014822134387351783,-0.011857707509881443,0.0,0.0,0.0,0.0,-0.015810276679841927,0.014822134387351787,-0.028656126482213443,0.0,-0.011857707509881426,-0.004940711462450591,0.0,0.021739130434782615
0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-1.52023548612203e-17,0.0
0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333305,0.0,0.0,0.0,0.0,-0.03333333333333334,0.0,-0.05000000000000004,0.0,-0.03333333333333334,0.0,0.0,0.0
0.0,0.1,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.4,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,-0.0181818181818182,0.0,-0.05454545454545454,0.09696969696969698,0.0,-0.04242424242424247,0.0,0.0,-0.08484848484848487,0.0,-0.012121212121212149,-0.0060606060606060675,0.0,0.0,0.04242424242424244,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.988097684046442e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.988097684046442e-17,0.0,0.0,0.0,0.0,-0.1428571428571428,0.0,0.0,-0.08571428571428573,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.773115951059726e-17,0.0,0.0,0.0,0.0,-0.0666666666666667,-1.3602952914354521e-17,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18687833744435e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-4.0539612963254127e-17,0.0,0.0,0.0,0.0,-0.2,0.0,-1.52023548612203e-17,0.0,0.0,0.0,-0.1,0.0
0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1316440927391935e-17,0.0,0.0,0.0,0.0,-0.027272727272727237,-0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860273225978183e-16,0.0,0.0,0.0,0.0,2.482534153247273e-16,0.0,0.0,0.5000000000000001,0.0,0.0,0.0,0.0
